,titles,links,percents
744,"Gobierno y MUD, dispuestos a ""seguir trabajando en la búsqueda de soluciones""",https://www.europapress.es/islas-canarias/noticia-gobierno-mud-dispuestos-seguir-trabajando-busqueda-soluciones-20140520185525.html,35%
746,"La OEA valora el ""paso mayor hacia la paz"" que supone el acuerdo sobre drogas entre las FARC y el Gobierno",https://www.europapress.es/internacional/noticia-oea-valora-paso-mayor-paz-supone-acuerdo-drogas-farc-gobierno-20140517222412.html,35%
747,"UNASUR insta a Gobierno y MUD a seguir con el diálogo y recuerda que ""este tipo de procesos toma tiempo""",https://www.europapress.es/internacional/noticia-unasur-insta-gobierno-mud-seguir-dialogo-recuerda-tipo-procesos-toma-tiempo-20140516232159.html,35%
748,AI pide a los candidatos a la Presidencia que hagan de los DDHH y la lucha contra la impunidad una prioridad,https://www.europapress.es/internacional/noticia-ai-pide-candidatos-presidencia-hagan-ddhh-lucha-contra-impunidad-prioridad-20140430131126.html,35%
749,"Las FARC expresan su ""sincero dolor"" por la muerte de ""uno de los hijos más geniales de Colombia""",https://www.europapress.es/internacional/noticia-farc-expresan-sincero-dolor-muerte-hijos-mas-geniales-colombia-20140418224709.html,25%
750,"Wert destaca la ""deuda inmensa"" de la literatura en español con García Márquez y su compromiso con los DDHH en Colombia",https://www.europapress.es/cultura/exposiciones-00131/noticia-wert-destaca-deuda-inmensa-literatura-espanol-garcia-marquez-compromiso-ddhh-colombia-20140418095604.html,35%
752,"Jefe del ELN admite que tienen a menores de edad en sus filas y asegura que el Gobierno ""no quiere la paz""",https://www.europapress.es/internacional/noticia-jefe-eln-admite-tienen-menores-edad-filas-asegura-gobierno-no-quiere-paz-20140416090827.html,35%
753,"Capriles: ""Venezuela tuvo la oportunidad de escuchar otras voces""",https://www.europapress.es/internacional/noticia-venezuela-capriles-destaca-venezuela-tuvo-primera-vez-15-anos-oportunidad-escuchar-otras-voces-20140414083819.html,35%
754,"Venezuela alerta de una posible etapa de ""violencia selectiva""",https://www.europapress.es/internacional/noticia-venezuela-gobierno-dice-muy-probable-oposicion-inicie-etapa-violencia-selectiva-20140407081420.html,25%
755,Las FARC piden una comisión para estudiar las causas del conflicto como condición previa para alcanzar la paz,https://www.europapress.es/internacional/noticia-farc-piden-comision-estudiar-causas-conflicto-condicion-previa-alcanzar-paz-20140405061929.html,25%
756,"López se niega a dialogar con el Gobierno sin unas ""condiciones mínimas""",https://www.europapress.es/internacional/noticia-lopez-niega-dialogar-gobierno-condiciones-minimas-20140330181410.html,35%
757,"Mujer de Leopoldo López: ""mi marido es un preso político de la dictadura de Maduro""",https://www.europapress.es/internacional/noticia-mujer-leopoldo-lopez-marido-preso-politico-dictadura-maduro-20140328175007.html,35%
758,La MUD expresa a UNASUR su disposición a dialogar con el Gobierno venezolano,https://www.europapress.es/internacional/noticia-mud-expresa-unasur-disposicion-dialogar-gobierno-venezolano-20140326181317.html,35%
759,"Capriles acepta el diálogo con Maduro y dice que podría darse ""en las próximas horas""",https://www.europapress.es/internacional/noticia-capriles-acepta-dialogo-maduro-dice-podria-darse-proximas-horas-20140316192939.html,35%
765,Santos ofrece su mediación en Venezuela pero Maduro insiste en la intervención de UNASUR,https://www.europapress.es/internacional/noticia-santos-ofrece-mediacion-venezuela-maduro-insiste-intervencion-unasur-20140314204921.html,35%
766,"El Gobierno colombiano exige a las FARC que se comprometan a ""respetar la vida""",https://www.europapress.es/internacional/noticia-gobierno-colombiano-exige-farc-comprometan-respetar-vida-20140313172723.html,25%
767,Los colombianos eligen a un Congreso clave para legalizar los acuerdos de paz con las FARC,https://www.europapress.es/internacional/noticia-colombianos-eligen-congreso-clave-legalizar-acuerdos-paz-farc-20140309083202.html,35%
768,Los colombianos eligen mañana a un Congreso clave para legalizar los acuerdos de paz con las FARC,https://www.europapress.es/internacional/noticia-colombianos-eligen-manana-congreso-clave-legalizar-acuerdos-paz-farc-20140308114536.html,35%
769,Angelino Garzón no anunciará hasta 2015 si se presentará a la alcaldía de Cali o Bogotá,https://www.europapress.es/internacional/noticia-vicepresidente-colombiano-no-anunciara-2015-si-presentara-alcaldia-cali-bogota-20140228123942.html,25%
770,La Eurocámara reclama fin de la persecución a oposición y manifestantes,https://www.europapress.es/nacional/noticia-eurocamara-senala-maduro-represion-reclama-fin-persecucion-oposicion-manifestantes-20140227124705.html,35%
771,El nuevo ciclo de diálogos en La Habana se abre con críticas de las FARC al espionaje y la corrupción,https://www.europapress.es/internacional/noticia-nuevo-ciclo-dialogos-habana-abre-criticas-farc-espionaje-corrupcion-20140224202910.html,25%
772,"Cádiz.- Cultura.- Natalia Castellanos, ganadora del XIII Premio Iberoamericano Cortes de Cádiz de Ciencias Sociales",https://www.europapress.es/andalucia/fundacion-cajasol-00621/noticia-cadiz-cultura-natalia-castellanos-ganadora-xiii-premio-iberoamericano-cortes-cadiz-ciencias-sociales-20140222181209.html,35%
773,"IU condena la ""desestabilización"" en Venezuela y alerta de los preparativos de un ""posible golpe de Estado""",https://www.europapress.es/nacional/noticia-iu-condena-desestabilizacion-venezuela-alerta-preparativos-posible-golpe-estado-20140214215511.html,25%
774,"El Gobierno sostiene que el problema de la inseguridad ""tiene mucho de carga mediática""",https://www.europapress.es/internacional/noticia-gobierno-sostiene-problema-inseguridad-tiene-mucho-carga-mediatica-20140125164620.html,25%
775,HRW denuncia que los abusos policiales y la violencia política todavía son comunes en América Latina,https://www.europapress.es/epsocial/cooperacion-desarrollo/noticia-hrw-denuncia-abusos-policiales-violencia-politica-todavia-son-comunes-america-latina-20140121184048.html,35%
776,Maduro dice que la violencia que sufre Venezuela viene de Colombia,https://www.europapress.es/internacional/noticia-maduro-dice-violencia-sufre-venezuela-viene-colombia-20140118233320.html,25%
777,Zapatero y Garzón discrepan sobre la necesidad de abrir una Comisión de la Verdad para aclarar crímenes del franquismo,https://www.europapress.es/andalucia/sevilla-00357/noticia-zapatero-garzon-discrepan-necesidad-abrir-comision-verdad-aclarar-crimenes-franquismo-20140113154431.html,25%
778,"Las FARC felicitan a Bachelet y destacan que es una mujer ""comprometida con las causas de la justicia""",https://www.europapress.es/internacional/noticia-farc-felicitan-bachelet-destacan-mujer-comprometida-causas-justicia-20131220032029.html,25%
779,Las FARC convocan a Maradona para jugar un 'Partido por la Paz',https://www.europapress.es/internacional/noticia-farc-convocan-maradona-jugar-partido-paz-20131203090018.html,35%
780,Cáritas española apuesta por acompañar a las Cáritas del Sur en la resolución pacífica de los conflictos,https://www.europapress.es/epsocial/cooperacion-desarrollo/noticia-caritas-espanola-apuesta-acompanar-caritas-sur-resolucion-pacifica-conflictos-20131002165224.html,45%
781,Santos firma los decretos sobre el campo colombiano,https://www.europapress.es/internacional/noticia-santos-firma-decretos-campo-colombiano-20130913090708.html,25%
782,Santos da a conocer su nuevo Gobierno con cambios en cinco ministerios clave,https://www.europapress.es/internacional/noticia-santos-da-conocer-nuevo-gobierno-cambios-cinco-ministerios-clave-20130906084308.html,25%
783,Kerry y Holguín zanjan el conflicto por el espionaje de Washington a Bogotá,https://www.europapress.es/internacional/noticia-kerry-holguin-zanjan-conflicto-espionaje-washington-bogota-20130813091347.html,25%
784,"Manos Unidas exige el fin de las ""agresiones y atropellos"" que sufren miles de indígenas en América Latina",https://www.europapress.es/epsocial/cooperacion-desarrollo/noticia-manos-unidas-exige-fin-agresiones-atropellos-sufren-miles-indigenas-america-latina-20130808105556.html,35%
785,El Papa Francisco aborda con Maduro la situación política de Venezuela tras la muerte de Chávez,https://www.europapress.es/sociedad/noticia-papa-francisco-aborda-maduro-situacion-politica-venezuela-muerte-chavez-20130617134823.html,35%
786,"El Gobierno no descarta que los paramilitares tuvieran como objetivo ""un magnicidio"" o ""líderes opositores""",https://www.europapress.es/islas-canarias/noticia-gobierno-no-descarta-paramilitares-tuvieran-objetivo-magnicidio-lideres-opositores-20130613103533.html,25%
787,La ONU acusa a los dos bandos de reclutar y torturar niños en Siria,https://www.europapress.es/internacional/noticia-onu-acusa-dos-bandos-reclutar-torturar-ninos-siria-20130613091341.html,25%
788,La ONU acusa a fuerzas gubernamentales y rebeldes de reclutar y torturar niños sirios,https://www.europapress.es/sociedad/noticia-onu-acusa-fuerzas-gubernamentales-rebeldes-reclutar-torturar-ninos-sirios-20130613084033.html,25%
790,La ONU acusa a fuerzas gubernamentales y rebeldes de reclutar y torturar niños,https://www.europapress.es/internacional/noticia-onu-acusa-fuerzas-gubernamentales-rebeldes-reclutar-torturar-ninos-20130613050114.html,25%
791,El CPJ señala a los 12 países del mundo en los que los asesinatos a periodistas se cometen con mayor impunidad,https://www.europapress.es/sociedad/noticia-cpj-senala-12-paises-mundo-asesinatos-periodistas-cometen-mayor-impunidad-20130503174300.html,25%
793,"Zapatero: ""Sé lo difícil que es terminar con un grupo terrorista""",https://www.europapress.es/nacional/noticia-zapatero-dificil-terminar-grupo-terrorista-20130413102118.html,25%
794,"Zapatero: ""Sé lo difícil que es terminar en democracia con un grupo terrorista""",https://www.europapress.es/nacional/noticia-zapatero-dificil-terminar-democracia-grupo-terrorista-20130413100544.html,25%
795,"Las mayoría de las víctimas de violencia sexual en los conflictos son niños, según Save the Children",https://www.europapress.es/epsocial/cooperacion-desarrollo/noticia-mayoria-victimas-violencia-sexual-conflictos-son-ninos-save-the-children-20130410114748.html,35%
797,La UCAM clausura las III Jornadas del Terrorismo y Criminalidad de Violencia Política,https://www.europapress.es/murcia/noticia-ucam-clausura-iii-jornadas-terrorismo-criminalidad-violencia-politica-20130301141759.html,35%
798,"El senador de la República de Colombia dice que ""nuestra responsabilidad como víctima es recordar la barbarie""",https://www.europapress.es/murcia/noticia-senador-republica-colombia-dice-responsabilidad-victima-recordar-barbarie-20130228200442.html,35%
799,"ACNUR lamenta las restricciones al asilo de los países ricos frente a la ""enorme solidaridad"" de los pobres",https://www.europapress.es/sociedad/noticia-acnur-lamenta-restricciones-asilo-paises-ricos-frente-enorme-solidaridad-pobres-20121214144836.html,35%
801,Currin y Spektorowski llegan esta tarde a Euskadi para participar en el seminario internacional organizado por Lokarri,https://www.europapress.es/euskadi/noticia-currin-spektorowski-llegan-tarde-euskadi-participar-seminario-internacional-organizado-lokarri-20121213163124.html,35%
803,Currin llega a Euskadi para un seminario que tratará el fin de ETA junto a conflictos como el colombiano o el palestino,https://www.europapress.es/nacional/noticia-currin-llega-euskadi-seminario-tratara-fin-eta-junto-conflictos-colombiano-palestino-20121213150423.html,35%
804,Lokarri organiza un seminario internacional sobre diálogo y convivencia para el 14 de diciembre en San Sebastián,https://www.europapress.es/nacional/noticia-lokarri-organiza-seminario-internacional-dialogo-convivencia-14-diciembre-san-sebastian-20121201180455.html,25%
806,"Cáritas advierte de la ""crítica situación"" de las comunidades del Chocó (Colombia)",https://www.europapress.es/epsocial/cooperacion-desarrollo/noticia-caritas-advierte-critica-situacion-comunidades-choco-colombia-20121126182012.html,25%
807,"Santos señala que si las FARC ""quieren hacer política"" el Gobierno colombiano ""les dará el espacio pero sin armas""",https://www.europapress.es/comunitat-valenciana/noticia-santos-senala-si-farc-quieren-hacer-politica-gobierno-colombiano-les-dara-espacio-armas-20121115220215.html,35%
808,"La dramaturga y actriz Angélica Liddell, Premio Nacional de Literatura Dramática 2012",https://www.europapress.es/cultura/libros-00132/noticia-dramaturga-actriz-angelica-liddell-premio-nacional-literatura-dramatica-2012-20121105142518.html,25%
809,"La ONU asegura que erradicar la violencia sexual en los conflictos armados ""no es una misión imposible""",https://www.europapress.es/sociedad/noticia-onu-asegura-erradicar-violencia-sexual-conflictos-armados-no-mision-imposible-20121019074336.html,35%
811,"Juanes: ""La política divide las cosas y no tiene mucha relación con el arte""",https://www.europapress.es/cultura/noticia-juanes-politica-divide-cosas-no-tiene-mucha-relacion-arte-20121016142805.html,35%
814,"La Plataforma de solidaridad con Colombia ""saluda"" las negociaciones hacia ""una paz con democracia y justicia social""",https://www.europapress.es/andalucia/sevilla-00357/noticia-plataforma-solidaridad-colombia-saluda-negociaciones-paz-democracia-justicia-social-20121015184307.html,35%
